frame# 1    1822944988 []
frame# 452  1822960022 [(626, 452, 1, 5), (600, 452, 0, 3), (580, 457, 1, 4), (646, 461, 2, 6), (661, 479, 2, 5), (561, 472, 2, 5), (551, 493, 2, 5), (670, 500, 2, 5), (671, 526, 1, 5), (548, 521, 0, 4), (558, 540, 2, 5), (660, 546, 1, 5), (576, 561, 1, 4), (644, 564, 1, 5), (595, 567, 2, 5), (620, 570, 1, 4)]
frame# 453  1822960055 [(626, 452, 1, 5), (600, 453, 0, 3), (580, 458, 1, 4), (646, 461, 2, 6), (662, 479, 2, 6), (561, 473, 2, 5), (551, 494, 2, 5), (670, 500, 2, 5), (671, 526, 1, 4), (548, 518, 0, 3), (546, 526, 0, 2), (558, 540, 2, 5), (660, 546, 1, 5), (575, 560, 1, 5), (643, 564, 1, 5), (595, 567, 2, 5), (620, 571, 1, 5)]
frame# 454  1822960088 [(626, 452, 1, 5), (600, 452, 0, 3), (580, 458, 1, 4), (646, 461, 2, 6), (662, 478, 2, 6), (561, 473, 2, 6), (551, 493, 2, 5), (670, 500, 2, 5), (548, 518, 0, 3), (671, 527, 1, 4), (546, 526, 0, 2), (558, 539, 2, 4), (660, 546, 1, 5), (575, 561, 1, 5), (644, 564, 1, 5), (595, 567, 2, 5), (620, 570, 1, 4)]
frame# 455  1822960122 [(600, 453, 0, 3), (625, 453, 1, 4), (580, 458, 1, 4), (646, 460, 2, 5), (661, 479, 2, 5), (561, 473, 2, 5), (551, 493, 2, 5), (670, 500, 2, 5), (671, 526, 1, 4), (548, 521, 0, 4), (558, 539, 2, 4), (660, 546, 1, 5), (575, 561, 1, 4), (643, 564, 1, 4), (595, 568, 2, 5), (620, 570, 1, 4)]
frame# 456  1822960155 [(624, 452, 1, 5), (600, 452, 0, 4), (580, 458, 1, 4), (646, 460, 2, 5), (561, 472, 2, 5), (661, 478, 2, 5), (551, 493, 2, 4), (670, 500, 2, 5), (544, 518, 0, 1), (671, 527, 1, 4), (549, 523, 0, 3), (557, 540, 2, 5), (660, 546, 1, 5), (575, 561, 1, 4), (643, 564, 1, 4), (595, 567, 2, 5), (620, 570, 1, 4)]
frame# 457  1822960188 [(600, 451, 0, 4), (625, 453, 1, 4), (580, 457, 1, 4), (646, 459, 2, 6), (660, 478, 2, 5), (561, 472, 2, 5), (552, 493, 2, 4), (669, 499, 2, 5), (548, 521, 0, 4), (670, 527, 1, 4), (557, 540, 2, 5), (661, 546, 1, 4), (575, 561, 1, 4), (643, 563, 1, 4), (594, 567, 2, 5), (620, 571, 1, 4)]
frame# 458  1822960222 [(600, 452, 0, 4), (624, 452, 1, 4), (581, 457, 1, 4), (645, 459, 2, 5), (561, 472, 2, 5), (660, 478, 2, 5), (551, 493, 2, 5), (669, 499, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (557, 540, 2, 5), (661, 546, 1, 4), (575, 560, 1, 4), (642, 563, 1, 4), (594, 567, 2, 5), (620, 569, 1, 4)]
frame# 459  1822960255 [(600, 452, 0, 4), (624, 451, 1, 4), (581, 458, 1, 4), (644, 458, 2, 5), (561, 472, 2, 6), (660, 478, 2, 5), (551, 494, 2, 5), (669, 500, 2, 6), (548, 522, 0, 4), (669, 526, 1, 4), (556, 539, 2, 5), (660, 546, 1, 5), (572, 552, 2, 1), (575, 560, 1, 4), (642, 562, 1, 4), (593, 567, 2, 6), (620, 569, 1, 4)]
frame# 460  1822960288 [(624, 451, 1, 5), (600, 452, 0, 4), (581, 458, 1, 4), (644, 459, 2, 6), (560, 472, 2, 6), (660, 479, 2, 5), (668, 500, 2, 6), (550, 493, 2, 5), (548, 521, 0, 4), (668, 524, 1, 5), (556, 539, 2, 5), (660, 546, 1, 4), (572, 552, 2, 1), (574, 560, 1, 3), (593, 567, 2, 6), (641, 562, 1, 4), (620, 570, 1, 4)]
frame# 461  1822960322 [(624, 451, 1, 5), (600, 452, 0, 4), (580, 459, 1, 4), (644, 459, 2, 6), (560, 472, 2, 6), (660, 478, 2, 5), (549, 492, 2, 5), (668, 500, 2, 6), (548, 521, 0, 4), (668, 524, 1, 4), (556, 539, 2, 5), (660, 546, 1, 5), (573, 559, 1, 4), (641, 562, 1, 4), (593, 566, 2, 6), (620, 570, 1, 5)]
frame# 462  1822960355 [(624, 450, 1, 5), (599, 451, 0, 4), (580, 459, 1, 4), (644, 459, 2, 6), (559, 471, 2, 6), (660, 477, 2, 5), (549, 492, 2, 5), (668, 499, 2, 6), (548, 521, 0, 4), (668, 525, 1, 5), (556, 538, 2, 5), (659, 547, 1, 4), (574, 558, 1, 4), (641, 561, 1, 4), (594, 566, 2, 6), (619, 570, 1, 5)]
frame# 463  1822960388 [(550, 492, 2, 5), (668, 499, 2, 5), (548, 520, 0, 4), (668, 525, 1, 4), (556, 538, 2, 5), (659, 547, 1, 4), (574, 558, 1, 4), (641, 562, 1, 4), (595, 566, 2, 5), (619, 571, 1, 4), (623, 450, 1, 4), (599, 451, 0, 4), (580, 458, 1, 4), (644, 459, 2, 6), (560, 471, 2, 6), (660, 477, 2, 5)]
frame# 464  1822960422 [(624, 450, 1, 4), (600, 452, 0, 4), (581, 458, 1, 4), (645, 460, 2, 6), (560, 471, 2, 6), (659, 477, 2, 5), (549, 492, 2, 5), (669, 499, 2, 6), (548, 520, 0, 4), (668, 525, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (641, 562, 1, 4), (594, 566, 2, 6), (619, 570, 1, 5)]
frame# 465  1822960455 [(624, 451, 1, 5), (600, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (559, 472, 2, 5), (660, 478, 2, 5), (550, 493, 2, 5), (668, 499, 2, 6), (548, 521, 0, 4), (668, 525, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (642, 562, 1, 4), (593, 566, 2, 6), (620, 570, 1, 4)]
frame# 466  1822960488 [(624, 451, 1, 4), (600, 453, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (560, 471, 2, 5), (660, 478, 2, 5), (550, 492, 2, 5), (669, 499, 2, 5), (548, 521, 0, 4), (668, 525, 1, 5), (556, 539, 2, 5), (660, 545, 1, 5), (574, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 569, 1, 5)]
frame# 467  1822960522 [(624, 451, 1, 4), (601, 453, 0, 3), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (661, 478, 2, 5), (551, 492, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (669, 525, 1, 4), (557, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (643, 562, 1, 4), (620, 570, 1, 4)]
frame# 468  1822960555 [(625, 450, 1, 4), (601, 453, 0, 3), (645, 458, 2, 5), (580, 458, 1, 4), (561, 471, 2, 5), (661, 477, 2, 5), (552, 493, 2, 5), (670, 499, 2, 5), (669, 525, 1, 4), (548, 522, 0, 4), (557, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (643, 562, 1, 4), (594, 567, 2, 6), (620, 570, 1, 4)]
frame# 469  1822960588 [(626, 451, 1, 4), (600, 452, 0, 4), (580, 457, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (662, 478, 2, 6), (552, 494, 2, 5), (669, 499, 2, 5), (670, 526, 1, 4), (548, 522, 0, 3), (557, 539, 2, 5), (660, 546, 1, 4), (575, 560, 1, 4), (643, 562, 1, 5), (595, 567, 2, 6), (620, 570, 1, 4)]
frame# 470  1822960622 [(627, 452, 1, 4), (580, 457, 1, 4), (600, 452, 0, 4), (646, 459, 2, 5), (562, 471, 2, 5), (662, 478, 2, 5), (552, 494, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (670, 527, 1, 4), (558, 539, 2, 5), (660, 546, 1, 4), (576, 560, 1, 4), (644, 563, 1, 4), (595, 567, 2, 6), (620, 571, 1, 4)]
frame# 471  1822960655 [(599, 453, 0, 4), (627, 453, 1, 4), (580, 457, 1, 4), (646, 460, 2, 6), (661, 478, 2, 5), (562, 472, 2, 5), (551, 493, 2, 4), (670, 499, 2, 5), (544, 518, 0, 1), (671, 526, 1, 5), (549, 523, 0, 3), (558, 540, 2, 5), (660, 547, 1, 5), (576, 561, 1, 4), (644, 564, 1, 5), (595, 567, 2, 5), (620, 570, 1, 4)]
frame# 472  1822960688 [(626, 453, 1, 5), (600, 453, 0, 4), (580, 459, 1, 4), (646, 462, 2, 6), (561, 473, 2, 6), (662, 479, 2, 6), (552, 494, 2, 5), (671, 500, 2, 5), (671, 527, 1, 4), (548, 521, 0, 4), (558, 540, 2, 5), (660, 547, 1, 5), (575, 560, 1, 5), (643, 564, 1, 5), (595, 568, 2, 5), (620, 572, 1, 4)]
frame# 473  1822960722 [(626, 452, 1, 5), (600, 453, 0, 4), (646, 461, 2, 6), (580, 459, 1, 4), (662, 479, 2, 6), (562, 473, 2, 5), (552, 495, 2, 5), (670, 500, 2, 5), (671, 527, 1, 4), (548, 521, 0, 4), (558, 540, 2, 4), (660, 547, 1, 5), (575, 560, 1, 5), (643, 564, 1, 5), (595, 567, 2, 5), (620, 572, 1, 5)]
frame# 474  1822960755 [(626, 452, 1, 5), (600, 453, 0, 4), (646, 462, 2, 6), (580, 458, 1, 4), (661, 479, 2, 6), (561, 473, 2, 5), (551, 494, 2, 5), (670, 500, 2, 5), (671, 526, 1, 4), (548, 518, 0, 3), (546, 526, 0, 2), (558, 539, 2, 4), (660, 546, 1, 5), (575, 560, 1, 5), (644, 564, 1, 4), (595, 567, 2, 5), (620, 570, 1, 4)]
frame# 475  1822960788 [(660, 546, 1, 5), (575, 561, 1, 4), (643, 564, 1, 4), (596, 567, 2, 5), (620, 570, 1, 4), (626, 452, 1, 5), (600, 452, 0, 3), (580, 458, 1, 4), (646, 460, 2, 5), (662, 479, 2, 6), (561, 473, 2, 6), (551, 492, 2, 4), (670, 500, 2, 5), (671, 526, 1, 5), (548, 521, 0, 3), (558, 539, 2, 4)]
frame# 476  1822960822 [(600, 452, 0, 4), (625, 452, 1, 5), (580, 457, 1, 4), (646, 460, 2, 5), (662, 478, 2, 5), (561, 472, 2, 5), (552, 493, 2, 4), (670, 499, 2, 5), (671, 526, 1, 4), (548, 521, 0, 3), (558, 539, 2, 4), (660, 546, 1, 5), (575, 561, 1, 4), (643, 563, 1, 4), (595, 567, 2, 5), (620, 571, 1, 4)]
frame# 477  1822960855 [(600, 451, 0, 4), (624, 453, 1, 4), (580, 457, 1, 4), (646, 460, 2, 5), (562, 472, 2, 5), (662, 479, 2, 5), (552, 493, 2, 4), (669, 499, 2, 5), (548, 522, 0, 4), (670, 527, 1, 4), (557, 540, 2, 5), (660, 546, 1, 5), (575, 561, 1, 4), (643, 563, 1, 4), (594, 567, 2, 5), (620, 570, 1, 4)]
frame# 478  1822960888 [(600, 451, 0, 4), (624, 453, 1, 4), (581, 457, 1, 4), (645, 459, 2, 5), (561, 472, 2, 5), (660, 479, 2, 5), (552, 493, 2, 4), (669, 499, 2, 5), (548, 522, 0, 4), (670, 527, 1, 4), (557, 539, 2, 5), (661, 546, 1, 4), (575, 561, 1, 4), (643, 564, 1, 4), (593, 567, 2, 5), (620, 570, 1, 4)]
frame# 479  1822960922 [(600, 452, 0, 4), (624, 452, 1, 5), (581, 457, 1, 4), (644, 459, 2, 5), (561, 472, 2, 5), (660, 478, 2, 5), (550, 494, 2, 5), (668, 500, 2, 5), (548, 522, 0, 4), (669, 527, 1, 4), (557, 539, 2, 5), (661, 546, 1, 4), (572, 552, 2, 1), (574, 561, 1, 4), (641, 563, 1, 4), (593, 567, 2, 5), (620, 569, 1, 4)]
frame# 480  1822960955 [(600, 452, 0, 4), (624, 452, 1, 5), (581, 458, 1, 4), (644, 459, 2, 5), (560, 472, 2, 5), (660, 479, 2, 6), (550, 494, 2, 5), (668, 500, 2, 6), (548, 521, 0, 4), (669, 526, 1, 4), (556, 539, 2, 5), (660, 546, 1, 4), (574, 560, 1, 3), (641, 563, 1, 5), (592, 567, 2, 5), (620, 569, 1, 4)]
frame# 481  1822960988 [(600, 452, 0, 4), (624, 451, 1, 5), (581, 458, 1, 4), (644, 459, 2, 6), (560, 472, 2, 5), (660, 479, 2, 5), (668, 499, 2, 6), (550, 493, 2, 5), (548, 521, 0, 4), (668, 525, 1, 5), (556, 539, 2, 5), (660, 546, 1, 4), (572, 552, 2, 1), (574, 560, 1, 3), (642, 562, 1, 4), (593, 567, 2, 5), (620, 570, 1, 4)]
frame# 482  1822961022 [(624, 451, 1, 5), (600, 452, 0, 4), (581, 458, 1, 4), (644, 459, 2, 6), (559, 472, 2, 5), (660, 478, 2, 5), (549, 493, 2, 5), (668, 499, 2, 6), (548, 521, 0, 4), (668, 524, 1, 4), (556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (641, 562, 1, 4), (593, 566, 2, 6), (619, 570, 1, 5)]
frame# 483  1822961055 [(624, 451, 1, 5), (600, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (560, 471, 2, 5), (659, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 520, 0, 4), (668, 524, 1, 4), (556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (642, 562, 1, 4), (593, 566, 2, 6), (619, 570, 1, 5)]
frame# 484  1822961088 [(624, 451, 1, 4), (600, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 6), (660, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 521, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (660, 546, 1, 5), (574, 559, 1, 4), (642, 561, 1, 5), (593, 566, 2, 6), (620, 570, 1, 5)]
frame# 485  1822961122 [(624, 450, 1, 4), (600, 451, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (659, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 6), (548, 520, 0, 4), (669, 524, 1, 5), (556, 539, 2, 5), (660, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 5), (620, 570, 1, 5)]
frame# 486  1822961155 [(625, 450, 1, 4), (601, 452, 0, 4), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 6), (661, 477, 2, 6), (552, 492, 2, 5), (669, 499, 2, 5), (548, 520, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (643, 562, 1, 4), (620, 570, 1, 4)]
frame# 487  1822961188 [(625, 451, 1, 4), (601, 452, 0, 4), (645, 459, 2, 5), (580, 458, 1, 4), (561, 471, 2, 5), (660, 477, 2, 5), (552, 493, 2, 5), (669, 499, 2, 5), (548, 521, 0, 4), (669, 525, 1, 5), (557, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (643, 562, 1, 4), (621, 569, 1, 4)]
frame# 488  1822961222 [(557, 539, 2, 5), (661, 547, 1, 4), (575, 559, 1, 4), (643, 562, 1, 4), (594, 567, 2, 6), (620, 570, 1, 5), (625, 451, 1, 5), (601, 452, 0, 4), (645, 459, 2, 5), (580, 458, 1, 4), (561, 471, 2, 5), (661, 475, 2, 5), (552, 492, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (670, 526, 1, 4)]
frame# 489  1822961255 [(627, 451, 1, 4), (600, 451, 0, 4), (580, 457, 1, 4), (645, 458, 2, 5), (561, 470, 2, 5), (661, 478, 2, 6), (551, 493, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (670, 526, 1, 4), (558, 539, 2, 5), (660, 546, 1, 5), (575, 560, 1, 4), (643, 562, 1, 5), (595, 567, 2, 6), (620, 571, 1, 5)]
frame# 490  1822961288 [(600, 452, 0, 3), (627, 453, 1, 5), (580, 459, 1, 4), (646, 461, 2, 6), (662, 479, 2, 6), (561, 472, 2, 6), (551, 494, 2, 5), (670, 499, 2, 6), (544, 518, 0, 1), (552, 518, 0, 1), (672, 527, 1, 4), (546, 526, 0, 2), (558, 539, 2, 4), (660, 547, 1, 5), (575, 561, 1, 5), (643, 564, 1, 4), (595, 567, 2, 5), (620, 572, 1, 5)]
frame# 491  1822961322 [(626, 453, 1, 5), (600, 454, 0, 4), (645, 461, 2, 6), (580, 459, 1, 4), (561, 473, 2, 5), (661, 479, 2, 6), (551, 496, 2, 6), (670, 502, 2, 6), (548, 521, 0, 4), (671, 527, 1, 4), (558, 541, 2, 4), (660, 548, 1, 5), (574, 561, 1, 4), (643, 564, 1, 5), (595, 568, 2, 5), (620, 573, 1, 4)]
frame# 492  1822961355 [(626, 454, 1, 5), (600, 454, 0, 4), (581, 460, 1, 5), (646, 462, 2, 5), (561, 473, 2, 5), (662, 479, 2, 6), (551, 495, 2, 5), (670, 501, 2, 5), (671, 527, 1, 4), (548, 521, 0, 4), (558, 540, 2, 5), (660, 547, 1, 5), (575, 560, 1, 5), (643, 564, 1, 4), (595, 567, 2, 5), (620, 571, 1, 5)]
frame# 493  1822961388 [(626, 452, 1, 5), (600, 454, 0, 4), (580, 459, 1, 4), (646, 461, 2, 5), (662, 479, 2, 6), (561, 473, 2, 5), (552, 495, 2, 5), (670, 500, 2, 5), (671, 527, 1, 4), (548, 521, 0, 4), (558, 540, 2, 5), (660, 547, 1, 5), (575, 561, 1, 5), (643, 564, 1, 5), (595, 567, 2, 5), (620, 571, 1, 5)]
frame# 494  1822961422 [(626, 452, 1, 5), (600, 453, 0, 4), (580, 458, 1, 4), (646, 461, 2, 6), (662, 479, 2, 6), (561, 473, 2, 5), (551, 494, 2, 5), (670, 500, 2, 5), (671, 526, 1, 4), (549, 519, 0, 2), (546, 526, 0, 2), (558, 539, 2, 4), (660, 546, 1, 5), (576, 561, 1, 4), (644, 564, 1, 4), (595, 567, 2, 6), (620, 570, 1, 4)]
frame# 495  1822961455 [(600, 452, 0, 3), (627, 453, 1, 4), (580, 458, 1, 4), (646, 460, 2, 5), (562, 473, 2, 6), (662, 478, 2, 5), (552, 493, 2, 4), (670, 499, 2, 5), (548, 521, 0, 3), (671, 527, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (575, 560, 1, 4), (644, 563, 1, 4), (595, 567, 2, 6), (620, 571, 1, 4)]
frame# 496  1822961488 [(599, 453, 0, 4), (627, 453, 1, 4), (579, 458, 1, 4), (646, 459, 2, 5), (562, 471, 2, 5), (662, 478, 2, 5), (552, 494, 2, 5), (669, 498, 2, 5), (548, 522, 0, 4), (670, 527, 1, 4), (558, 539, 2, 5), (660, 546, 1, 4), (576, 560, 1, 4), (643, 563, 1, 4), (594, 567, 2, 6), (620, 571, 1, 4)]
frame# 497  1822961522 [(626, 452, 1, 5), (580, 457, 1, 4), (600, 452, 0, 4), (646, 459, 2, 6), (661, 478, 2, 6), (561, 471, 2, 5), (552, 493, 2, 5), (669, 498, 2, 5), (544, 518, 0, 1), (549, 523, 0, 3), (671, 527, 1, 4), (558, 539, 2, 5), (660, 546, 1, 4), (575, 561, 1, 4), (643, 564, 1, 5), (595, 567, 2, 6), (620, 572, 1, 5)]
frame# 498  1822961555 [(600, 452, 0, 4), (625, 453, 1, 4), (581, 459, 1, 4), (560, 473, 2, 5), (646, 460, 2, 6), (662, 479, 2, 5), (551, 495, 2, 5), (669, 500, 2, 5), (544, 518, 0, 1), (552, 518, 0, 1), (548, 525, 0, 2), (670, 527, 1, 4), (660, 548, 1, 5), (557, 541, 2, 5), (574, 562, 1, 4), (642, 565, 1, 4), (594, 569, 2, 6), (620, 573, 1, 5)]
frame# 499  1822961588 [(600, 454, 0, 4), (625, 453, 1, 4), (645, 461, 2, 5), (580, 459, 1, 5), (560, 472, 2, 5), (661, 479, 2, 5), (550, 495, 2, 5), (669, 502, 2, 6), (546, 521, 0, 3), (669, 526, 1, 4), (556, 542, 2, 5), (660, 548, 1, 5), (574, 562, 1, 4), (642, 565, 1, 4), (594, 568, 2, 6), (620, 573, 1, 5)]
frame# 500  1822961622 [(548, 521, 0, 4), (557, 539, 2, 4), (660, 548, 1, 5), (574, 562, 1, 4), (594, 567, 2, 5), (641, 565, 1, 4), (620, 572, 1, 4), (624, 452, 1, 5), (600, 454, 0, 4), (644, 462, 2, 6), (580, 459, 1, 4), (661, 479, 2, 5), (560, 474, 2, 5), (550, 495, 2, 5), (668, 501, 2, 5), (669, 526, 1, 4)]
frame# 501  1822961655 [(600, 452, 0, 4), (624, 453, 1, 4), (581, 458, 1, 4), (644, 459, 2, 5), (659, 479, 2, 5), (560, 472, 2, 5), (549, 493, 2, 5), (668, 500, 2, 5), (548, 521, 0, 4), (669, 526, 1, 4), (556, 539, 2, 5), (660, 546, 1, 5), (575, 561, 1, 4), (643, 563, 1, 4), (593, 567, 2, 5), (620, 569, 1, 4)]
frame# 502  1822961688 [(624, 451, 1, 5), (580, 457, 1, 5), (600, 453, 0, 4), (645, 459, 2, 5), (561, 472, 2, 6), (660, 478, 2, 5), (551, 494, 2, 5), (669, 499, 2, 6), (548, 521, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 6), (642, 562, 1, 4), (620, 570, 1, 4)]
frame# 503  1822961722 [(625, 451, 1, 4), (601, 451, 0, 4), (581, 458, 1, 4), (645, 459, 2, 6), (561, 471, 2, 5), (660, 477, 2, 5), (550, 492, 2, 5), (669, 499, 2, 5), (548, 520, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 547, 1, 4), (575, 558, 1, 4), (594, 566, 2, 6), (642, 563, 1, 4), (620, 570, 1, 5)]
frame# 504  1822961755 [(624, 449, 1, 4), (581, 457, 1, 4), (599, 450, 0, 3), (645, 459, 2, 6), (561, 471, 2, 6), (661, 477, 2, 5), (550, 492, 2, 5), (668, 499, 2, 5), (548, 520, 0, 4), (668, 516, 2, 1), (669, 525, 1, 4), (556, 539, 2, 5), (661, 547, 1, 4), (575, 559, 1, 4), (594, 566, 2, 6), (642, 563, 1, 4), (620, 570, 1, 4)]
frame# 505  1822961788 [(624, 449, 1, 4), (581, 457, 1, 4), (599, 450, 0, 3), (645, 459, 2, 6), (561, 471, 2, 5), (661, 477, 2, 5), (551, 492, 2, 5), (668, 499, 2, 5), (548, 520, 0, 4), (669, 525, 1, 4), (556, 539, 2, 5), (661, 547, 1, 4), (575, 559, 1, 4), (594, 566, 2, 6), (642, 563, 1, 4), (621, 570, 1, 4)]
frame# 506  1822961822 [(625, 450, 1, 4), (600, 451, 0, 4), (580, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 6), (661, 478, 2, 6), (551, 492, 2, 5), (669, 499, 2, 6), (548, 520, 0, 5), (669, 525, 1, 4), (557, 539, 2, 5), (661, 546, 1, 5), (575, 559, 1, 4), (594, 566, 2, 5), (643, 562, 1, 4), (620, 570, 1, 5)]
frame# 507  1822961855 [(624, 451, 1, 4), (601, 453, 0, 3), (581, 458, 1, 4), (645, 459, 2, 5), (561, 471, 2, 5), (660, 479, 2, 5), (552, 493, 2, 5), (669, 499, 2, 5), (548, 522, 0, 4), (670, 527, 1, 4), (557, 539, 2, 5), (661, 545, 1, 5), (575, 561, 1, 4), (643, 563, 1, 4), (594, 567, 2, 5), (620, 570, 1, 5)]
frame# 508  1822961888 [(600, 451, 0, 4), (624, 453, 1, 4), (581, 457, 1, 4), (646, 460, 2, 5), (561, 472, 2, 5), (661, 478, 2, 5), (552, 493, 2, 4), (669, 499, 2, 5), (548, 522, 0, 4), (670, 527, 1, 4), (557, 539, 2, 5), (660, 546, 1, 5), (575, 560, 1, 4), (643, 563, 1, 4), (594, 567, 2, 5), (620, 570, 1, 4)]
frame# 509  1822961922 [(625, 453, 1, 4), (600, 452, 0, 4), (580, 457, 1, 4), (646, 459, 2, 6), (562, 471, 2, 5), (662, 479, 2, 6), (552, 494, 2, 5), (670, 499, 2, 5), (548, 522, 0, 4), (670, 526, 1, 4), (557, 539, 2, 5), (661, 546, 1, 4), (575, 560, 1, 4), (643, 562, 1, 5), (594, 567, 2, 6), (620, 570, 1, 4)]
frame# 510  1822961955 [(626, 452, 1, 5), (580, 457, 1, 4), (600, 452, 0, 4), (646, 459, 2, 5), (562, 471, 2, 5), (662, 478, 2, 6), (552, 494, 2, 5), (669, 499, 2, 5), (670, 526, 1, 5), (548, 522, 0, 4), (557, 539, 2, 5), (660, 546, 1, 4), (575, 560, 1, 4), (595, 567, 2, 6), (644, 562, 1, 4), (620, 570, 1, 4)]
frame# 511  1822961988 [(627, 452, 1, 4), (580, 457, 1, 4), (600, 452, 0, 4), (646, 459, 2, 5), (562, 471, 2, 5), (662, 479, 2, 5), (552, 494, 2, 5), (669, 498, 2, 5), (548, 522, 0, 4), (670, 527, 1, 4), (558, 539, 2, 6), (660, 546, 1, 4), (575, 560, 1, 4), (644, 562, 1, 4), (594, 567, 2, 6), (620, 570, 1, 4)]
frame# 512  1822962022 [(600, 452, 0, 3), (627, 452, 1, 4), (579, 457, 1, 4), (646, 459, 2, 5), (561, 471, 2, 5), (662, 478, 2, 5), (552, 493, 2, 4), (669, 499, 2, 5), (548, 522, 0, 4), (670, 527, 1, 4), (558, 539, 2, 5), (660, 547, 1, 5), (575, 561, 1, 4), (643, 563, 1, 4), (595, 567, 2, 5), (620, 571, 1, 5)]
frame# 513  1822962055 [(670, 500, 2, 5), (671, 526, 1, 4), (548, 521, 0, 4), (558, 539, 2, 4), (660, 547, 1, 4), (575, 561, 1, 5), (644, 564, 1, 4), (595, 567, 2, 6), (620, 571, 1, 4), (626, 453, 1, 5), (600, 452, 0, 4), (580, 458, 1, 4), (646, 461, 2, 6), (662, 479, 2, 6), (561, 473, 2, 6), (551, 493, 2, 5)]
frame# 514  1822962088 [(626, 453, 1, 5), (600, 453, 0, 3), (646, 461, 2, 6), (580, 458, 1, 4), (661, 479, 2, 6), (561, 473, 2, 5), (551, 495, 2, 5), (670, 500, 2, 5), (671, 527, 1, 4), (548, 521, 0, 4), (558, 540, 2, 4), (660, 548, 1, 5), (574, 561, 1, 5), (643, 565, 1, 4), (594, 568, 2, 5), (620, 573, 1, 4)]
frame# 515  1822962122 [(600, 454, 0, 4), (626, 453, 1, 4), (580, 457, 1, 4), (561, 472, 2, 5), (645, 461, 2, 6), (662, 479, 2, 6), (551, 496, 2, 5), (671, 501, 2, 5), (548, 521, 0, 4), (671, 527, 1, 4), (557, 540, 2, 4), (660, 548, 1, 5), (574, 561, 1, 5), (643, 564, 1, 4), (594, 568, 2, 5), (620, 573, 1, 4)]
frame# 516  1822962155 [(626, 453, 1, 5), (600, 454, 0, 4), (580, 458, 1, 4), (560, 473, 2, 5), (645, 462, 2, 5), (662, 479, 2, 5), (551, 495, 2, 5), (670, 501, 2, 5), (548, 521, 0, 4), (671, 527, 1, 4), (557, 540, 2, 4), (660, 548, 1, 5), (574, 561, 1, 5), (594, 568, 2, 5), (643, 565, 1, 4), (621, 573, 1, 4)]
frame# 517  1822962188 [(625, 452, 1, 5), (600, 454, 0, 4), (580, 458, 1, 4), (646, 462, 2, 5), (560, 473, 2, 5), (662, 479, 2, 6), (551, 495, 2, 5), (669, 501, 2, 5), (670, 527, 1, 4), (547, 520, 0, 3), (557, 540, 2, 5), (659, 546, 1, 4), (574, 560, 1, 5), (594, 568, 2, 5), (643, 565, 1, 4), (620, 571, 1, 4)]
