frame# 1    1822944988 []
frame# 148  1822949888 [(1017, 658, 1, 4), (1036, 661, 2, 4), (993, 664, 0, 4), (974, 674, 1, 4), (1056, 676, 2, 4), (959, 691, 2, 4), (1067, 697, 2, 4), (952, 714, 2, 3), (1074, 723, 1, 3), (1069, 746, 1, 4), (957, 744, 0, 4), (969, 761, 1, 4), (1056, 767, 1, 4), (989, 778, 1, 4), (1036, 780, 1, 4), (1011, 781, 2, 4)]
frame# 149  1822949922 [(1016, 658, 1, 4), (994, 664, 0, 3), (1036, 662, 2, 4), (973, 674, 1, 4), (1055, 677, 2, 4), (957, 692, 2, 4), (1068, 697, 2, 4), (952, 715, 2, 4), (1073, 722, 1, 3), (957, 744, 0, 4), (1068, 747, 1, 4), (967, 761, 2, 4), (1056, 767, 1, 4), (989, 778, 1, 4), (1035, 780, 1, 4), (1009, 781, 2, 4)]
frame# 150  1822949955 [(1015, 658, 1, 4), (1036, 662, 2, 4), (992, 664, 0, 3), (972, 674, 1, 4), (1054, 677, 2, 4), (956, 691, 2, 4), (1067, 697, 2, 3), (951, 715, 2, 4), (1072, 723, 1, 4), (956, 745, 0, 4), (1068, 747, 1, 4), (968, 760, 2, 4), (1053, 766, 1, 4), (989, 778, 1, 4), (1034, 779, 1, 3), (1008, 781, 2, 4)]
frame# 151  1822949988 [(1013, 658, 1, 4), (1034, 664, 2, 4), (990, 663, 0, 3), (971, 675, 1, 4), (1053, 677, 2, 3), (955, 692, 2, 4), (1064, 697, 2, 4), (949, 714, 2, 4), (1070, 723, 1, 3), (1065, 746, 1, 4), (953, 744, 0, 4), (965, 760, 2, 4), (1053, 766, 1, 4), (987, 778, 1, 4), (1033, 779, 1, 4), (1008, 780, 2, 4)]
frame# 152  1822950022 [(1012, 657, 1, 4), (1031, 662, 2, 4), (988, 661, 0, 4), (968, 673, 1, 5), (1051, 675, 2, 4), (952, 690, 2, 4), (1064, 696, 2, 4), (947, 714, 2, 5), (1069, 723, 1, 4), (1064, 745, 1, 4), (952, 744, 0, 3), (964, 759, 2, 4), (1050, 766, 1, 4), (984, 775, 1, 4), (1031, 778, 1, 4), (1005, 779, 2, 4)]
frame# 153  1822950055 [(949, 742, 0, 4), (1060, 744, 1, 4), (962, 757, 2, 3), (1048, 764, 1, 4), (982, 774, 1, 4), (1004, 776, 2, 4), (1028, 776, 1, 4), (1008, 656, 1, 4), (986, 661, 0, 4), (1029, 659, 2, 4), (967, 672, 1, 4), (1048, 674, 2, 4), (952, 688, 2, 4), (1060, 693, 2, 4), (945, 713, 2, 4), (1066, 720, 1, 4)]
frame# 154  1822950088 [(1007, 654, 1, 4), (1027, 659, 2, 5), (983, 660, 0, 4), (964, 671, 1, 4), (1045, 673, 1, 4), (947, 687, 2, 4), (1057, 693, 2, 4), (942, 712, 2, 5), (1063, 719, 1, 4), (947, 741, 0, 4), (1059, 743, 1, 4), (959, 756, 2, 4), (1044, 762, 1, 4), (979, 774, 1, 4), (1024, 774, 1, 4), (999, 776, 2, 4)]
frame# 155  1822950122 [(1002, 654, 1, 4), (980, 658, 0, 4), (1023, 656, 2, 4), (960, 669, 1, 4), (1041, 670, 2, 4), (944, 687, 2, 5), (1054, 691, 2, 4), (939, 709, 2, 4), (1059, 718, 1, 4), (943, 738, 0, 4), (1056, 742, 1, 5), (954, 755, 2, 4), (1040, 761, 1, 4), (976, 771, 1, 4), (996, 775, 2, 5), (1021, 775, 1, 4)]
frame# 156  1822950155 [(1000, 651, 1, 4), (1019, 655, 2, 5), (976, 657, 0, 3), (956, 666, 1, 4), (1038, 669, 2, 4), (939, 684, 2, 4), (1050, 691, 2, 4), (935, 708, 2, 4), (1056, 716, 1, 4), (939, 738, 0, 3), (1052, 740, 1, 4), (950, 753, 2, 4), (1036, 759, 1, 4), (970, 771, 1, 4), (992, 773, 2, 4), (1017, 772, 1, 4)]
frame# 157  1822950188 [(994, 650, 1, 4), (1015, 654, 2, 4), (970, 655, 0, 4), (951, 665, 1, 4), (1032, 667, 2, 3), (934, 683, 2, 5), (1045, 689, 2, 3), (928, 706, 2, 4), (1050, 714, 1, 3), (1045, 738, 1, 4), (933, 736, 0, 4), (1032, 759, 1, 4), (944, 752, 2, 3), (965, 769, 1, 4), (1012, 771, 1, 4), (987, 771, 2, 4)]
frame# 158  1822950222 [(988, 647, 1, 4), (964, 653, 0, 4), (1008, 652, 2, 4), (944, 663, 1, 4), (1028, 666, 2, 4), (930, 681, 2, 4), (1040, 685, 2, 4), (1036, 694, 2, 1), (923, 704, 2, 4), (1046, 713, 1, 3), (928, 733, 0, 4), (1040, 737, 1, 5), (940, 749, 2, 4), (1025, 757, 1, 4), (960, 766, 1, 4), (1005, 769, 1, 4), (980, 769, 2, 4)]
frame# 159  1822950255 [(982, 647, 1, 4), (952, 646, 0, 1), (1004, 650, 2, 4), (959, 651, 0, 4), (939, 662, 1, 4), (1021, 664, 2, 4), (1033, 685, 2, 4), (923, 679, 2, 4), (917, 701, 2, 4), (1037, 711, 1, 3), (1032, 734, 1, 4), (921, 731, 0, 4), (932, 747, 2, 4), (1019, 755, 1, 4), (952, 763, 1, 4), (973, 767, 2, 5), (999, 766, 1, 4)]
frame# 160  1822950288 [(977, 642, 1, 4), (996, 647, 2, 4), (952, 648, 0, 4), (932, 658, 1, 4), (1015, 662, 2, 4), (915, 673, 2, 4), (1027, 682, 2, 4), (910, 699, 2, 5), (1032, 708, 1, 3), (915, 728, 0, 4), (1027, 732, 1, 4), (925, 744, 2, 4), (1012, 751, 1, 4), (947, 762, 1, 4), (992, 763, 1, 4), (968, 764, 2, 4)]
frame# 161  1822950322 [(969, 640, 1, 4), (990, 644, 2, 4), (945, 645, 0, 4), (925, 654, 1, 4), (1007, 658, 2, 4), (909, 671, 2, 4), (1020, 680, 2, 4), (903, 695, 2, 5), (1025, 706, 1, 4), (908, 725, 0, 4), (1021, 729, 1, 4), (920, 740, 2, 4), (1005, 749, 1, 4), (939, 759, 1, 5), (984, 761, 1, 5), (960, 761, 2, 4)]
frame# 162  1822950355 [(960, 637, 1, 5), (984, 641, 2, 4), (938, 642, 0, 3), (920, 652, 1, 4), (1001, 655, 2, 4), (902, 669, 2, 4), (1012, 677, 2, 4), (896, 692, 2, 4), (1018, 703, 1, 3), (900, 722, 0, 4), (1012, 725, 1, 4), (912, 737, 2, 4), (998, 746, 1, 4), (932, 754, 1, 4), (951, 759, 2, 5), (978, 758, 1, 4)]
frame# 163  1822950388 [(954, 634, 1, 4), (976, 638, 2, 4), (932, 639, 0, 3), (912, 648, 1, 4), (994, 653, 1, 4), (896, 665, 2, 4), (1005, 674, 2, 4), (888, 689, 2, 4), (1010, 699, 1, 3), (892, 719, 0, 4), (1004, 723, 1, 4), (904, 735, 2, 4), (991, 742, 1, 4), (924, 751, 1, 4), (944, 755, 2, 4), (971, 755, 1, 4)]
frame# 164  1822950422 [(948, 630, 1, 4), (967, 636, 2, 4), (924, 636, 0, 4), (904, 646, 1, 4), (985, 651, 2, 4), (888, 662, 2, 4), (999, 671, 2, 4), (880, 686, 2, 4), (1002, 697, 1, 3), (885, 715, 0, 4), (998, 722, 1, 4), (896, 732, 2, 4), (984, 741, 1, 4), (916, 749, 1, 4), (964, 752, 1, 4), (938, 753, 2, 4)]
frame# 165  1822950455 [(940, 629, 1, 5), (961, 633, 2, 4), (916, 633, 0, 4), (896, 643, 1, 4), (980, 648, 2, 4), (880, 661, 2, 5), (992, 668, 2, 4), (874, 681, 2, 4), (872, 690, 2, 1), (996, 695, 1, 4), (877, 712, 0, 4), (991, 718, 1, 4), (888, 729, 2, 4), (977, 738, 1, 4), (908, 746, 1, 4), (956, 751, 1, 5), (930, 751, 2, 5)]
frame# 166  1822950488 [(932, 626, 1, 4), (909, 630, 0, 3), (888, 639, 1, 4), (953, 631, 2, 4), (971, 645, 2, 4), (872, 657, 2, 4), (983, 666, 2, 5), (867, 679, 2, 4), (990, 692, 1, 3), (870, 709, 0, 4), (984, 716, 1, 4), (881, 725, 1, 4), (969, 734, 1, 4), (901, 743, 1, 4), (922, 747, 2, 4), (949, 747, 1, 4)]
frame# 167  1822950522 [(964, 642, 2, 4), (866, 654, 2, 4), (975, 662, 2, 3), (859, 677, 2, 4), (982, 690, 1, 3), (864, 706, 0, 4), (976, 713, 1, 5), (874, 723, 2, 4), (960, 732, 1, 4), (895, 741, 1, 4), (940, 743, 1, 4), (915, 744, 2, 5), (926, 623, 1, 4), (947, 627, 2, 4), (901, 628, 0, 4), (882, 637, 1, 5)]
frame# 168  1822950555 [(920, 619, 1, 4), (939, 625, 2, 4), (895, 624, 0, 4), (875, 634, 1, 4), (958, 639, 2, 4), (858, 651, 2, 5), (970, 661, 2, 4), (852, 673, 2, 4), (973, 687, 1, 3), (856, 702, 0, 4), (969, 710, 1, 4), (865, 720, 2, 4), (955, 730, 1, 4), (888, 738, 1, 4), (932, 741, 1, 5), (908, 741, 2, 4)]
frame# 169  1822950588 [(912, 617, 1, 5), (888, 621, 0, 4), (932, 621, 2, 5), (868, 630, 1, 4), (951, 636, 2, 4), (851, 647, 2, 5), (964, 657, 2, 4), (844, 671, 2, 5), (968, 684, 1, 2), (849, 699, 0, 4), (961, 706, 1, 4), (859, 716, 2, 4), (947, 727, 1, 4), (880, 734, 1, 4), (899, 739, 2, 5), (927, 739, 1, 4)]
frame# 170  1822950622 [(904, 614, 1, 4), (880, 619, 0, 4), (860, 627, 1, 4), (925, 620, 2, 4), (944, 633, 2, 4), (844, 644, 2, 5), (957, 655, 2, 4), (837, 666, 2, 4), (961, 680, 1, 3), (841, 696, 0, 4), (955, 705, 1, 4), (852, 713, 2, 4), (940, 723, 1, 4), (872, 730, 1, 4), (919, 734, 1, 5), (891, 734, 2, 4)]
frame# 171  1822950655 [(898, 610, 1, 4), (873, 615, 0, 4), (919, 615, 2, 5), (854, 625, 1, 4), (936, 631, 2, 4), (837, 641, 2, 5), (948, 651, 2, 4), (831, 664, 2, 4), (953, 678, 1, 3), (833, 694, 0, 4), (947, 701, 1, 5), (844, 709, 2, 4), (932, 721, 1, 5), (864, 727, 1, 4), (886, 732, 2, 5), (912, 732, 1, 5)]
frame# 172  1822950688 [(892, 607, 1, 4), (911, 613, 2, 4), (866, 611, 0, 4), (848, 621, 1, 4), (930, 628, 2, 4), (830, 637, 2, 4), (941, 649, 1, 4), (824, 661, 2, 4), (946, 675, 1, 3), (827, 691, 0, 4), (940, 698, 1, 4), (836, 708, 2, 4), (924, 718, 1, 4), (858, 725, 1, 4), (904, 729, 1, 4), (880, 728, 2, 4)]
frame# 173  1822950722 [(884, 605, 1, 5), (860, 609, 0, 4), (903, 611, 2, 5), (840, 618, 1, 4), (924, 624, 2, 4), (822, 634, 2, 5), (935, 647, 2, 5), (816, 658, 2, 5), (938, 673, 1, 3), (819, 687, 0, 4), (932, 695, 1, 4), (830, 703, 2, 4), (918, 714, 1, 4), (850, 723, 1, 4), (872, 726, 2, 4), (896, 727, 1, 4)]
frame# 174  1822950755 [(876, 602, 1, 4), (853, 607, 0, 4), (833, 614, 1, 4), (897, 605, 2, 4), (915, 622, 2, 5), (815, 631, 2, 5), (928, 643, 2, 5), (808, 654, 2, 4), (931, 670, 1, 4), (812, 684, 0, 4), (925, 693, 1, 4), (823, 700, 2, 4), (912, 712, 1, 4), (843, 718, 1, 4), (890, 722, 1, 4), (864, 722, 2, 4)]
frame# 175  1822950788 [(871, 598, 1, 4), (846, 602, 0, 4), (892, 603, 2, 4), (828, 611, 1, 4), (809, 626, 2, 5), (909, 617, 2, 3), (920, 640, 2, 4), (803, 650, 2, 5), (925, 666, 1, 3), (804, 679, 0, 4), (919, 691, 1, 4), (816, 696, 2, 4), (904, 709, 1, 4), (836, 714, 1, 4), (856, 717, 2, 4), (883, 719, 1, 4)]
frame# 176  1822950822 [(864, 594, 1, 4), (836, 594, 0, 1), (884, 599, 2, 4), (841, 600, 0, 3), (820, 607, 1, 4), (903, 616, 2, 5), (803, 624, 2, 5), (914, 637, 2, 4), (796, 645, 2, 4), (918, 663, 1, 3), (798, 675, 0, 4), (912, 686, 1, 5), (808, 693, 2, 4), (896, 705, 1, 4), (829, 710, 1, 4), (850, 716, 2, 5), (876, 717, 1, 5)]
frame# 177  1822950855 [(859, 592, 1, 4), (834, 596, 0, 4), (880, 597, 2, 4), (815, 605, 1, 4), (897, 613, 2, 4), (796, 620, 2, 5), (908, 634, 2, 5), (790, 642, 2, 4), (913, 660, 1, 3), (792, 673, 0, 4), (904, 683, 1, 4), (803, 689, 2, 5), (891, 703, 1, 4), (823, 708, 1, 4), (844, 712, 2, 4), (868, 713, 1, 5)]
frame# 178  1822950888 [(853, 589, 1, 4), (829, 591, 0, 4), (809, 601, 1, 4), (874, 595, 2, 4), (891, 610, 2, 5), (792, 616, 2, 4), (904, 631, 2, 5), (784, 639, 2, 5), (907, 659, 1, 4), (787, 670, 0, 4), (900, 681, 1, 5), (796, 685, 2, 4), (884, 699, 1, 4), (816, 704, 1, 5), (838, 709, 2, 4), (863, 711, 1, 5)]
frame# 179  1822950922 [(860, 707, 1, 4), (848, 585, 1, 5), (825, 588, 0, 4), (804, 597, 1, 5), (869, 590, 2, 4), (887, 606, 2, 4), (788, 613, 2, 4), (899, 629, 2, 5), (780, 636, 2, 5), (903, 655, 1, 3), (781, 665, 0, 4), (895, 679, 1, 4), (792, 683, 2, 4), (880, 697, 1, 5), (812, 701, 1, 5), (832, 707, 2, 5)]
frame# 180  1822950955 [(846, 582, 1, 4), (821, 585, 0, 4), (866, 588, 2, 5), (801, 594, 1, 4), (884, 604, 2, 4), (784, 610, 2, 5), (896, 626, 2, 4), (776, 632, 2, 4), (898, 653, 1, 3), (777, 661, 0, 4), (892, 675, 1, 5), (788, 678, 2, 4), (877, 694, 1, 4), (809, 699, 1, 4), (856, 705, 1, 4), (828, 703, 2, 5)]
frame# 181  1822950988 [(844, 579, 1, 4), (819, 582, 0, 4), (864, 585, 2, 4), (799, 591, 1, 4), (882, 601, 2, 3), (779, 607, 2, 5), (892, 621, 2, 4), (775, 628, 2, 4), (896, 650, 1, 4), (772, 654, 0, 1), (777, 659, 0, 3), (889, 672, 1, 4), (784, 674, 2, 3), (873, 690, 1, 4), (805, 694, 1, 4), (826, 700, 2, 5), (852, 701, 1, 5)]
frame# 182  1822951022 [(844, 576, 1, 3), (836, 575, 1, 2), (863, 583, 2, 5), (817, 579, 0, 4), (797, 586, 1, 4), (880, 599, 2, 5), (780, 601, 2, 5), (892, 619, 2, 5), (772, 625, 2, 4), (895, 647, 1, 4), (773, 654, 0, 4), (784, 670, 2, 4), (888, 669, 1, 4), (872, 687, 1, 4), (804, 691, 1, 4), (824, 696, 2, 4), (851, 697, 1, 5)]
frame# 183  1822951055 [(841, 571, 1, 4), (816, 574, 0, 4), (796, 582, 1, 4), (861, 579, 2, 5), (880, 594, 2, 4), (779, 598, 2, 5), (891, 615, 2, 5), (772, 620, 1, 4), (894, 643, 1, 4), (772, 651, 0, 4), (783, 667, 2, 4), (888, 665, 1, 5), (872, 683, 1, 4), (803, 687, 1, 4), (823, 692, 2, 5), (849, 692, 1, 5)]
frame# 184  1822951088 [(840, 567, 1, 4), (816, 570, 0, 4), (796, 578, 1, 4), (860, 574, 2, 4), (879, 590, 2, 5), (779, 595, 2, 5), (889, 611, 2, 4), (772, 617, 2, 4), (893, 638, 1, 4), (768, 642, 0, 1), (773, 648, 0, 3), (887, 662, 1, 4), (784, 664, 2, 4), (802, 682, 1, 4), (872, 679, 1, 4), (824, 687, 2, 5), (850, 690, 1, 4)]
frame# 185  1822951122 [(840, 565, 1, 5), (818, 567, 0, 4), (860, 569, 2, 4), (796, 576, 1, 4), (879, 586, 2, 4), (779, 591, 2, 4), (889, 607, 2, 4), (771, 614, 2, 5), (893, 634, 1, 4), (773, 642, 0, 4), (887, 657, 1, 5), (784, 661, 2, 5), (872, 675, 1, 4), (804, 679, 1, 4), (824, 685, 2, 4), (850, 686, 1, 4)]
frame# 186  1822951155 [(840, 561, 1, 5), (860, 566, 2, 4), (816, 565, 0, 4), (796, 573, 1, 4), (780, 588, 2, 4), (880, 582, 2, 4), (890, 604, 2, 5), (771, 611, 2, 5), (894, 631, 1, 4), (773, 640, 0, 4), (887, 654, 1, 5), (784, 657, 2, 4), (872, 671, 1, 4), (805, 676, 1, 4), (824, 681, 2, 5), (852, 683, 1, 4)]
frame# 187  1822951188 [(840, 558, 1, 5), (816, 561, 0, 4), (861, 562, 2, 4), (796, 571, 1, 4), (880, 578, 2, 4), (779, 586, 2, 5), (892, 600, 2, 4), (772, 608, 2, 5), (896, 627, 1, 4), (773, 637, 0, 4), (889, 650, 1, 5), (785, 655, 2, 5), (872, 668, 1, 5), (805, 673, 1, 4), (827, 678, 2, 5), (851, 679, 1, 5)]
frame# 188  1822951222 [(840, 554, 1, 4), (816, 558, 0, 4), (861, 559, 2, 4), (796, 566, 1, 4), (879, 574, 2, 4), (780, 580, 2, 4), (891, 596, 2, 4), (772, 606, 2, 4), (896, 622, 1, 4), (772, 630, 0, 1), (777, 635, 0, 4), (888, 646, 1, 4), (786, 651, 2, 4), (874, 665, 1, 4), (806, 671, 1, 4), (853, 674, 1, 4), (827, 675, 2, 5)]
frame# 189  1822951255 [(840, 549, 1, 4), (862, 555, 2, 5), (816, 554, 0, 4), (797, 562, 1, 4), (881, 570, 2, 4), (780, 579, 2, 5), (892, 592, 2, 5), (774, 602, 2, 4), (896, 618, 1, 4), (776, 631, 0, 4), (891, 642, 1, 4), (788, 648, 2, 5), (876, 660, 1, 4), (808, 666, 1, 4), (828, 671, 2, 5), (855, 670, 1, 4)]
frame# 190  1822951288 [(840, 546, 1, 4), (862, 551, 2, 5), (817, 550, 0, 3), (797, 558, 1, 4), (880, 567, 2, 5), (780, 575, 2, 5), (891, 586, 2, 5), (775, 597, 2, 4), (897, 615, 1, 4), (777, 627, 0, 4), (892, 636, 1, 5), (788, 644, 2, 4), (876, 655, 1, 5), (808, 662, 1, 4), (856, 667, 1, 4), (830, 666, 2, 4)]
frame# 191  1822951322 [(840, 541, 1, 4), (816, 546, 0, 4), (861, 546, 2, 4), (797, 555, 1, 4), (880, 562, 2, 4), (780, 571, 2, 5), (892, 583, 2, 4), (775, 594, 2, 5), (897, 609, 1, 4), (777, 622, 0, 4), (892, 631, 1, 4), (789, 639, 2, 4), (876, 651, 1, 4), (810, 657, 1, 4), (856, 661, 1, 5), (832, 661, 2, 4)]
frame# 192  1822951355 [(892, 626, 1, 5), (791, 636, 2, 4), (877, 645, 1, 5), (810, 653, 1, 4), (832, 657, 2, 4), (857, 657, 1, 4), (840, 537, 1, 5), (816, 541, 0, 4), (796, 550, 1, 4), (861, 542, 2, 4), (880, 556, 2, 4), (780, 567, 2, 5), (891, 578, 2, 5), (775, 590, 2, 5), (898, 602, 1, 3), (778, 619, 0, 4)]
frame# 193  1822951388 [(840, 532, 1, 5), (816, 537, 0, 4), (861, 537, 2, 4), (796, 546, 1, 4), (880, 551, 2, 4), (780, 563, 2, 5), (892, 571, 2, 4), (775, 586, 2, 5), (897, 598, 1, 4), (779, 616, 0, 4), (893, 622, 1, 4), (790, 631, 2, 4), (878, 640, 1, 5), (812, 649, 1, 4), (832, 652, 2, 5), (857, 653, 1, 4)]
frame# 194  1822951422 [(840, 528, 1, 5), (861, 531, 2, 4), (816, 533, 0, 4), (796, 542, 1, 4), (878, 546, 2, 4), (780, 559, 2, 5), (891, 567, 2, 5), (775, 582, 2, 5), (898, 593, 1, 4), (779, 612, 0, 4), (892, 616, 1, 5), (791, 627, 2, 5), (879, 635, 1, 4), (812, 644, 1, 5), (832, 648, 2, 5), (859, 647, 1, 4)]
frame# 195  1822951455 [(840, 523, 1, 4), (860, 527, 2, 5), (815, 528, 0, 4), (796, 538, 1, 4), (879, 542, 2, 4), (779, 555, 2, 5), (892, 561, 2, 4), (775, 578, 2, 5), (898, 589, 1, 4), (778, 608, 0, 4), (892, 611, 1, 4), (792, 623, 2, 5), (880, 631, 1, 4), (812, 640, 1, 5), (833, 642, 2, 4), (860, 643, 1, 4)]
frame# 196  1822951488 [(839, 519, 1, 4), (859, 523, 2, 5), (814, 525, 0, 3), (796, 534, 1, 4), (880, 536, 2, 4), (780, 551, 2, 5), (892, 558, 2, 4), (775, 575, 2, 5), (897, 584, 1, 4), (779, 604, 0, 4), (892, 606, 1, 5), (792, 619, 2, 5), (879, 627, 1, 4), (813, 636, 1, 4), (833, 639, 2, 4), (859, 639, 1, 4)]
frame# 197  1822951522 [(840, 515, 1, 4), (859, 519, 2, 5), (815, 520, 0, 4), (796, 530, 1, 4), (879, 534, 2, 4), (780, 548, 2, 5), (892, 554, 2, 4), (775, 571, 2, 5), (896, 579, 1, 3), (779, 600, 0, 4), (892, 602, 1, 5), (792, 615, 2, 4), (879, 623, 1, 4), (812, 633, 1, 5), (833, 635, 2, 4), (859, 635, 1, 4)]
frame# 198  1822951555 [(837, 512, 1, 4), (859, 515, 2, 5), (813, 516, 0, 4), (796, 527, 1, 4), (877, 530, 2, 4), (780, 544, 2, 5), (892, 548, 2, 4), (774, 567, 2, 5), (896, 574, 1, 4), (780, 597, 0, 3), (892, 598, 1, 4), (791, 612, 2, 4), (879, 618, 1, 5), (813, 630, 1, 4), (834, 631, 2, 5), (859, 631, 1, 4)]
frame# 199  1822951588 [(857, 511, 2, 5), (812, 514, 0, 4), (836, 508, 1, 4), (793, 525, 1, 4), (877, 526, 2, 4), (779, 543, 2, 5), (888, 547, 2, 5), (774, 563, 2, 4), (896, 570, 1, 4), (778, 593, 0, 4), (893, 594, 1, 4), (792, 609, 2, 4), (879, 615, 1, 4), (812, 625, 1, 5), (860, 627, 1, 4), (834, 628, 2, 4)]
frame# 200  1822951622 [(836, 505, 1, 4), (858, 508, 2, 4), (812, 510, 0, 4), (793, 521, 1, 4), (876, 523, 2, 5), (778, 539, 2, 5), (889, 543, 2, 4), (896, 567, 1, 4), (774, 562, 2, 4), (892, 591, 1, 4), (777, 590, 0, 3), (880, 611, 1, 4), (792, 606, 2, 4), (812, 622, 1, 4), (834, 624, 2, 5), (860, 623, 1, 4)]
frame# 201  1822951655 [(834, 502, 1, 4), (856, 506, 2, 5), (811, 507, 0, 4), (792, 518, 1, 4), (875, 518, 2, 5), (778, 535, 2, 5), (888, 538, 2, 4), (772, 558, 2, 5), (896, 564, 1, 4), (891, 587, 1, 4), (777, 586, 0, 4), (791, 601, 2, 4), (878, 607, 1, 4), (812, 618, 1, 4), (860, 620, 1, 4), (833, 622, 2, 4)]
frame# 202  1822951688 [(833, 497, 1, 4), (855, 502, 2, 4), (808, 504, 0, 4), (791, 515, 1, 5), (875, 515, 2, 5), (887, 535, 2, 5), (776, 533, 2, 5), (772, 555, 2, 5), (895, 561, 1, 4), (891, 584, 1, 4), (777, 584, 0, 4), (790, 600, 2, 4), (876, 604, 1, 4), (812, 616, 1, 5), (832, 620, 2, 5), (858, 617, 1, 4)]
frame# 203  1822951722 [(853, 499, 2, 5), (808, 502, 0, 4), (833, 494, 1, 4), (873, 512, 2, 4), (790, 513, 1, 4), (776, 530, 2, 5), (886, 531, 2, 5), (772, 553, 2, 4), (893, 559, 1, 4), (776, 582, 0, 4), (889, 581, 1, 4), (789, 597, 2, 4), (876, 601, 1, 5), (810, 613, 1, 4), (831, 615, 2, 5), (856, 614, 1, 4)]
frame# 204  1822951755 [(831, 493, 1, 5), (852, 496, 2, 5), (807, 496, 0, 4), (872, 510, 2, 5), (788, 510, 1, 4), (773, 527, 2, 5), (885, 529, 2, 4), (770, 550, 2, 5), (892, 554, 1, 4), (889, 578, 1, 4), (775, 580, 0, 4), (788, 593, 2, 4), (876, 598, 1, 4), (809, 610, 1, 4), (856, 610, 1, 4), (831, 612, 2, 5)]
frame# 205  1822951788 [(830, 490, 1, 4), (853, 493, 2, 4), (806, 496, 0, 4), (788, 508, 1, 5), (871, 507, 2, 5), (773, 526, 2, 5), (884, 525, 2, 5), (768, 548, 2, 4), (891, 552, 1, 4), (888, 575, 1, 4), (773, 576, 0, 4), (787, 591, 2, 4), (876, 595, 1, 4), (809, 607, 1, 4), (856, 608, 1, 5), (830, 611, 2, 5)]
frame# 206  1822951822 [(771, 522, 2, 5), (883, 523, 2, 4), (768, 546, 2, 4), (890, 550, 1, 4), (772, 574, 0, 4), (885, 573, 1, 4), (786, 589, 2, 4), (873, 592, 1, 4), (808, 604, 1, 4), (854, 606, 1, 4), (828, 607, 2, 5), (848, 491, 2, 5), (804, 493, 0, 4), (828, 487, 1, 4), (869, 504, 2, 4), (786, 506, 1, 4)]
frame# 207  1822951855 [(826, 486, 1, 4), (847, 488, 2, 5), (802, 490, 0, 4), (784, 502, 1, 4), (868, 502, 2, 5), (770, 520, 2, 5), (881, 521, 2, 4), (766, 543, 2, 5), (888, 546, 1, 4), (885, 570, 1, 4), (770, 570, 0, 4), (784, 585, 2, 4), (873, 591, 1, 4), (806, 602, 1, 4), (852, 603, 1, 4), (828, 604, 2, 4)]
frame# 208  1822951888 [(824, 481, 1, 4), (845, 487, 2, 5), (800, 488, 0, 4), (865, 499, 2, 4), (783, 500, 1, 4), (879, 519, 2, 5), (768, 518, 2, 5), (764, 541, 2, 5), (887, 544, 1, 3), (768, 568, 0, 4), (884, 567, 1, 4), (782, 584, 2, 4), (870, 588, 1, 4), (804, 600, 1, 4), (852, 600, 1, 4), (824, 602, 2, 4)]
frame# 209  1822951922 [(823, 480, 1, 4), (844, 483, 2, 5), (800, 486, 0, 3), (864, 497, 2, 4), (781, 499, 1, 4), (766, 515, 2, 5), (877, 515, 1, 4), (884, 541, 1, 5), (762, 538, 2, 4), (880, 564, 1, 5), (768, 566, 0, 4), (780, 582, 2, 5), (868, 585, 1, 5), (802, 597, 1, 4), (823, 599, 2, 5), (848, 598, 1, 4)]
frame# 210  1822951955 [(821, 477, 1, 4), (842, 479, 2, 5), (796, 482, 0, 3), (779, 494, 1, 4), (861, 495, 2, 4), (764, 512, 2, 5), (876, 512, 2, 4), (760, 535, 2, 5), (883, 539, 1, 4), (879, 562, 1, 4), (764, 562, 0, 4), (865, 582, 1, 4), (778, 578, 2, 4), (800, 594, 1, 4), (847, 595, 1, 4), (821, 596, 2, 4)]
frame# 211  1822951988 [(819, 474, 1, 3), (840, 478, 2, 5), (794, 481, 0, 3), (776, 491, 1, 4), (859, 490, 2, 4), (872, 511, 2, 5), (762, 508, 2, 5), (757, 530, 2, 5), (880, 535, 1, 4), (875, 559, 1, 5), (762, 560, 0, 4), (775, 575, 2, 5), (863, 578, 1, 4), (797, 590, 1, 4), (844, 591, 1, 4), (818, 594, 2, 5)]
frame# 212  1822952022 [(816, 471, 1, 4), (835, 473, 2, 4), (792, 477, 0, 3), (855, 487, 2, 5), (772, 488, 1, 4), (758, 506, 2, 5), (869, 507, 2, 5), (754, 528, 2, 5), (876, 532, 1, 4), (872, 555, 1, 4), (760, 557, 0, 3), (772, 572, 2, 5), (860, 575, 1, 4), (792, 587, 1, 4), (815, 590, 2, 5), (840, 588, 1, 5)]
frame# 213  1822952055 [(812, 466, 1, 3), (832, 471, 1, 5), (788, 473, 0, 4), (852, 484, 2, 5), (769, 485, 1, 4), (756, 502, 2, 5), (866, 503, 2, 5), (750, 524, 2, 5), (872, 530, 1, 5), (755, 552, 0, 4), (868, 551, 1, 4), (768, 567, 2, 5), (856, 572, 1, 4), (788, 583, 1, 4), (836, 585, 1, 5), (810, 586, 2, 4)]
